timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685811329620,875,Random-data-API,200,OK,Thread Group 1-169,text,true,,1555,134,16,16,https://random-data-api.com/api/v2/users,875,0,540
1685811329618,877,Random-data-API,200,OK,Thread Group 1-168,text,true,,1542,134,16,16,https://random-data-api.com/api/v2/users,877,0,532
1685811329619,884,Random-data-API,200,OK,Thread Group 1-170,text,true,,1570,134,10,10,https://random-data-api.com/api/v2/users,884,0,542
1685811329647,1014,Random-data-API,200,OK,Thread Group 1-175,text,true,,1558,134,10,10,https://random-data-api.com/api/v2/users,1011,0,516
1685811329843,832,Random-data-API,200,OK,Thread Group 1-177,text,true,,1571,134,9,9,https://random-data-api.com/api/v2/users,832,0,511
1685811329737,1046,Random-data-API,200,OK,Thread Group 1-176,text,true,,1543,134,9,9,https://random-data-api.com/api/v2/users,1046,0,774
1685811329949,835,Random-data-API,200,OK,Thread Group 1-178,text,true,,1545,134,9,9,https://random-data-api.com/api/v2/users,835,0,562
1685811330111,831,Random-data-API,200,OK,Thread Group 1-179,text,true,,1573,134,9,9,https://random-data-api.com/api/v2/users,831,0,575
1685811330161,847,Random-data-API,200,OK,Thread Group 1-180,text,true,,1550,134,8,8,https://random-data-api.com/api/v2/users,847,0,588
1685811330267,779,Random-data-API,200,OK,Thread Group 1-181,text,true,,1555,134,8,8,https://random-data-api.com/api/v2/users,779,0,516
1685811330519,800,Random-data-API,200,OK,Thread Group 1-183,text,true,,1532,134,9,9,https://random-data-api.com/api/v2/users,800,0,517
1685811330519,800,Random-data-API,200,OK,Thread Group 1-182,text,true,,1562,134,9,9,https://random-data-api.com/api/v2/users,800,0,507
1685811330586,790,Random-data-API,200,OK,Thread Group 1-184,text,true,,1563,134,8,8,https://random-data-api.com/api/v2/users,790,0,530
1685811330798,779,Random-data-API,200,OK,Thread Group 1-186,text,true,,1556,134,9,9,https://random-data-api.com/api/v2/users,779,0,525
